"SAMPLE","PLOT","TREAT","CORNER","VIAL","ORG_MIN","COARSE_FINE","DIVID","VIAL_WEIGHT","BAG","NOTES","DRY_WEIGHT_BAG","DUP","SITE","DEPTH_CM","DEPTH","DRY_WEIGHT"
"36_1C_O","36_1",1,"C","674","O","","N",8.71,NA,"",20.92,"","STEESE",9,"FULL",29.63
"36_1C_MC","36_1",1,"C","801","M","C","N",18.93,155,"",86.16,"","STEESE",15,"FULL",105.09
"36_1C_MF","36_1",1,"C","70","M","F","N",13.87,NA,"",381.75,"","STEESE",15,"FULL",395.62
"36_1NE_O","36_1",1,"NE","819","O","","N",9.77,NA,"",62.09,"","STEESE",12,"FULL",71.86
"36_1NE_MC","36_1",1,"NE","826","M","C","N",17.16,161,"",259.3,"","STEESE",15,"FULL",276.46
"36_1NE_MF","36_1",1,"NE","825","M","F","N",21.63,161,"",184.97,"","STEESE",15,"FULL",206.6
"36_1NW_O","36_1",1,"NW","688","O","","N",4.78,NA,"",19.03,"","STEESE",13,"FULL",23.81
"36_1NW_MC","36_1",1,"NW","602","M","C","N",22.64,121,"",121.89,"","STEESE",15,"FULL",144.53
"36_1NW_MF","36_1",1,"NW","44","M","F","N",9.63,NA,"",282.53,"","STEESE",15,"FULL",292.16
"36_1SE_O","36_1",1,"SE","511","O","","N",3.67,NA,"",17.65,"","STEESE",14,"FULL",21.32
"36_1SE_MC","36_1",1,"SE","732","M","C","N",25.34,90,"",110.71,"","STEESE",15,"FULL",136.05
"36_1SE_MF","36_1",1,"SE","230","M","F","N",9.3,90,"",337.95,"","STEESE",15,"FULL",347.25
"36_1SW_O","36_1",1,"SW","569","O","","N",6.27,NA,"",26.86,"","STEESE",15,"FULL",33.13
"36_1SW_MC","36_1",1,"SW","708","M","C","N",22.15,88,"",181.24,"","STEESE",15,"FULL",203.39
"36_1SW_MF","36_1",1,"SW","704","M","F","N",22.33,88,"",138.89,"","STEESE",15,"FULL",161.22
"37_3C_O","37_3",3,"C","329","O","","Y",6.56,81,"",1.79,"","DALTON",4,"FULL",8.35
"37_3C_MC","37_3",3,"C","401","M","C","Y",4.37,75,"",0,"","DALTON",5,"0_5",4.37
"37_3C_MC","37_3",3,"C","420","M","C","Y",2.81,76,"",0,"","DALTON",5,"5_10",2.81
"37_3C_MC","37_3",3,"C","910","M","C","Y",0.6,22,"",0,"","DALTON",5,"10_15",0.6
"37_3C_MF","37_3",3,"C","136","M","F","Y",11.2,NA,"",109.21,"","DALTON",5,"5_10",120.41
"37_3C_MF","37_3",3,"C","156","M","F","Y",8.64,NA,"",138.57,"","DALTON",5,"0_5",147.21
"37_3C_MF","37_3",3,"C","178","M","F","Y",6.94,NA,"",99.51,"","DALTON",5,"10_15",106.45
"37_3NE_O","37_3",3,"NE","328","O","","Y",7.94,62,"",12.91,"","DALTON",1.5,"FULL",20.85
"37_3NE_MC","37_3",3,"NE","416","M","C","Y",1.05,113,"",0,"","DALTON",5,"10_15",1.05
"37_3NE_MC","37_3",3,"NE","437","M","C","Y",0.51,74,"",0,"","DALTON",5,"0_5",0.51
"37_3NE_MC","37_3",3,"NE","900","M","C","Y",0,103,"",0,"","DALTON",5,"5_10",0
"37_3_NE_MF","37_3",3,"NE","131","M","F","Y",8.96,NA,"",109.41,"","DALTON",5,"0_5",118.37
"37_3NE_MF","37_3",3,"NE","184","M","F","Y",11.05,NA,"",80.59,"","DALTON",5,"10_15",91.64
"37_3NE_MF","37_3",3,"NE","63","M","F","Y",9.88,NA,"",146.45,"","DALTON",5,"5_10",156.33
"37_3NW_O","37_3",3,"NW","841","O","","Y",7.53,100,"",10.01,"","DALTON",2.5,"FULL",17.54
"37_3NW_MC","37_3",3,"NW","335","M","C","Y",0.63,54,"",0,"","DALTON",5,"10_15",0.63
"37_3NW_MC","37_3",3,"NW","439","M","C","Y",0.99,14,"",0,"","DALTON",5,"0_5",0.99
"37_3NW_MC","37_3",3,"NW","901","M","C","Y",0.93,21,"REPLACEMENT BAG",0,"","DALTON",5,"5_10",0.93
"37_3NW_MF","37_3",3,"NW","102","M","F","Y",9.12,NA,"",115.04,"","DALTON",5,"10_15",124.16
"37_3NW_MF","37_3",3,"NW","108","M","F","Y",9.2,NA,"",100.39,"","DALTON",5,"0_5",109.59
"37_3NW_MF","37_3",3,"NW","135","M","F","Y",10.17,NA,"",126.76,"","DALTON",5,"5_10",136.93
"37_3SE_O","37_3",3,"SE","389","O","","Y",6.43,20,"",7.27,"","DALTON",2.5,"FULL",13.7
"37_3SE_MC","37_3",3,"SE","438","M","C","Y",0.09,2,"",0,"","DALTON",5,"0_5",0.09
"37_3SE_MC","37_3",3,"SE","897","M","C","Y",0.52,53,"",0,"","DALTON",5,"5_10",0.52
"37_3_SE_MF","37_3",3,"SE","133","M","F","Y",12.32,NA,"not enough coarse",108.53,"","DALTON",5,"10_15",120.85
"37_3SE_MF","37_3",3,"SE","103","M","F","Y",9.5,NA,"",109.68,"DUP","DALTON",5,"0_5",119.18
"37_3SE_MF","37_3",3,"SE","137","M","F","Y",11.37,NA,"",106.32,"DUP","DALTON",5,"0_5",117.69
"37_3SW_O","37_3",3,"SW","327","O","","Y",9.59,13,"",19.69,"","DALTON",2,"FULL",29.28
"37_3SW_MC","37_3",3,"SW","321","M","C","Y",3.42,1,"",0,"","DALTON",5,"10_15",3.42
"37_3SW_MC","37_3",3,"SW","448","M","C","Y",1.19,51,"",0,"","DALTON",5,"0_5",1.19
"37_3SW_MF","37_3",3,"SW","100","M","F","Y",10.45,NA,"NO COARSE",103.35,"","DALTON",5,"5_10",113.8
"37_3SW_MF","37_3",3,"SW","117","M","F","Y",7.65,NA,"",97.12,"","DALTON",5,"0_5",104.77
"37_3SW_MF","37_3",3,"SW","130","M","F","Y",10.38,NA,"",133.58,"","DALTON",5,"10_15",143.96
"39_2C_O","39_2",2,"C","835","O","","N",7.5,99,"21-Jun",14.43,"DUP","DALTON",8,"FULL",21.93
"39_2C_O","39_2",2,"C","846","O","","N",8.34,79,"REDONE_DROP",20.35,"DUP","DALTON",8,"FULL",28.69
"39_2C_MC","39_2",2,"C","876","M","C","N",0.16,24,"21-Jun",0,"","DALTON",15,"FULL",0.16
"39_2C_MF","39_2",2,"C","297","M","F","N",11.63,24,"21-Jun",394.65,"","DALTON",15,"FULL",406.28
"39_2NE_O","39_2",2,"NE","326","O","","N",2.19,94,"REDONE_DROP",25.32,"DUP","DALTON",8,"FULL",27.51
"39_2NE_O","39_2",2,"NE","654","O","","N",6.43,107,"21-Jun",20.84,"DUP","DALTON",8,"FULL",27.27
"39_2NE_MC","39_2",2,"NE","705","M","C","N",17.79,3,"",65.06,"","DALTON",15,"FULL",82.85
"39_2NE_MF","39_2",2,"NE","703","M","F","N",25.09,3,"",212.38,"","DALTON",15,"FULL",237.47
"39_2NW_O","39_2",2,"NW","683","O","","N",8.43,40,"21-Jun",13.16,"DUP","DALTON",7.5,"FULL",21.59
"39_2NW_O","39_2",2,"NW","809","O","","N",6.08,93,"REDONE_DROP",20.43,"DUP","DALTON",7.5,"FULL",26.51
"39_2SE_O","39_2",2,"SE","684","O","","N",10.93,166,"21-Jun",19.84,"DUP","DALTON",7,"FULL",30.77
"39_2SE_O","39_2",2,"SE","779","O","","N",2.95,106,"REDONE_DROP",16.36,"DUP","DALTON",7,"FULL",19.31
"39_2SE_MF","39_2",2,"SE","308","M","F","N",13.77,23,"",414.96,"","DALTON",15,"FULL",428.73
"39_2SW_O","39_2",2,"SW","775","O","","N",4.89,95,"REDONE_DROP",11.4,"DUP","DALTON",6,"FULL",16.29
"39_2SW_O","39_2",2,"SW","777","O","","N",5.21,71,"21-Jun",19.57,"DUP","DALTON",6,"FULL",24.78
"39_2SW_MC","39_2",2,"SW","845","M","C","N",14.12,86,"21-Jun",42.95,"","DALTON",15,"FULL",57.07
"39_2SW_MF","39_2",2,"SW","844","M","F","N",15.07,86,"21-Jun",226.66,"","DALTON",15,"FULL",241.73
"4_2C_O","4_2",2,"C","715","O","","N",8.03,NA,"",6.39,"","STEESE",9,"FULL",14.42
"4_2NE_O","4_2",2,"NE","509","O","","N",3.43,NA,"",18.43,"","STEESE",16,"FULL",21.86
"4_2NE_MC","4_2",2,"NE","397","M","C","N",16.65,150,"",73.46,"","STEESE",15,"FULL",90.11
"4_2NE_MF","4_2",2,"NE","35","M","F","N",5.89,150,"",256.19,"","STEESE",15,"FULL",262.08
"4_2NW_O","4_2",2,"NW","565","O","","N",2.8,NA,"",29.24,"","STEESE",15,"FULL",32.04
"4_2NW_MC","4_2",2,"NW","587","M","C","N",24.1,58,"",107.58,"","STEESE",15,"FULL",131.68
"4_2NW_MF","4_2",2,"NW","202","M","F","N",7.92,58,"",283.88,"","STEESE",15,"FULL",291.8
"4_2SE_O","4_2",2,"SE","711","O","","N",9.96,55,"",46.7,"","STEESE",13,"FULL",56.66
"4_2SE_MC","4_2",2,"SE","593","M","C","N",19.48,149,"",47.88,"","STEESE",15,"FULL",67.36
"4_2SE_MF","4_2",2,"SE","38","M","F","N",8.53,149,"",256.39,"","STEESE",15,"FULL",264.92
"4_2SW_O","4_2",2,"SW","510","O","","N",4.96,53,"",28.66,"","STEESE",12,"FULL",33.62
"4_2SW_MC","4_2",2,"SW","391","M","C","N",20.18,84,"",68.79,"","STEESE",15,"FULL",88.97
"4_2_SW_MF","4_2",2,"SW","139","M","F","N",12.39,84,"",361.46,"","STEESE",15,"FULL",373.85
"40_2C_O","40_2",2,"C","719","O","","N",4.6,52,"",0,"","DALTON",2,"FULL",4.6
"40_2C_MC","40_2",2,"C","578","M","C","N",20.74,153,"",96.65,"","DALTON",15,"FULL",117.39
"40_2C_MF","40_2",2,"C","301","M","F","N",11.44,153,"",253.2,"","DALTON",15,"FULL",264.64
"40_2NE_O","40_2",2,"NE","525","O","","N",10.98,151,"",27.53,"","DALTON",1,"FULL",38.51
"40_2NE_MC","40_2",2,"NE","553","M","C","N",18.29,105,"",110.85,"","DALTON",15,"FULL",129.14
"40_2NE_MF","40_2",2,"NE","294","M","F","N",11.86,105,"",153.93,"","DALTON",15,"FULL",165.79
"40_2NW_O","40_2",2,"NW","462","O","","N",10.17,69,"",24.91,"","DALTON",2,"FULL",35.08
"40_2NW_MC","40_2",2,"NW","364","M","C","N",16.68,36,"",102.6,"","DALTON",15,"FULL",119.28
"40_2NW_MF","40_2",2,"NW","213","M","F","N",6.2,36,"",200.06,"","DALTON",15,"FULL",206.26
"40_2SE_O","40_2",2,"SE","542","O","","N",8.52,125,"",12.85,"","DALTON",1,"FULL",21.37
"40_2SE_MC","40_2",2,"SE","681","M","C","N",21.2,129,"",132.11,"","DALTON",15,"FULL",153.31
"40_2SE_MF","40_2",2,"SE","682","M","F","N",21.29,129,"",229.36,"","DALTON",15,"FULL",250.65
"40_2SW_O","40_2",2,"SW","547","O","","N",9.89,96,"",19.35,"","DALTON",4,"FULL",29.24
"40_2SW_MC","40_2",2,"SW","925","M","C","N",21.05,149,"",139.84,"","DALTON",15,"FULL",160.89
"40_2SW_MF","40_2",2,"SW","922","M","F","N",18.76,149,"",172.41,"","DALTON",15,"FULL",191.17
"41_1C_O","41_1",1,"C","891","O","","N",11.78,119,"",23.48,"","DALTON",5,"FULL",35.26
"41_1C_MC","41_1",1,"C","740","M","C","N",19.12,93,"",186.3,"","DALTON",15,"FULL",205.42
"41_1C_MF","41_1",1,"C","168","M","F","N",11.02,NA,"",191.92,"","DALTON",15,"FULL",202.94
"41_1NE_O","41_1",1,"NE","843","O","","N",3.32,87,"",7.87,"","DALTON",2,"FULL",11.19
"41_1NE_MC","41_1",1,"NE","877","M","C","N",37.35,13,"",236.51,"","DALTON",15,"FULL",273.86
"41_1NE_MF","41_1",1,"NE","767","M","F","N",17.35,13,"",103.26,"","DALTON",15,"FULL",120.61
"41_1NW_O","41_1",1,"NW","473","O","","N",6.6,60,"",6.88,"","DALTON",16,"FULL",13.48
"41_1NW_MC","41_1",1,"NW","927","M","C","N",18.4,91,"",136.28,"","DALTON",15,"FULL",154.68
"41_1NW_MF","41_1",1,"NW","933","M","F","N",16.36,91,"",87.77,"","DALTON",15,"FULL",104.13
"41_1SE_O","41_1",1,"SE","870","O","","N",9.97,123,"",30.74,"","DALTON",15,"FULL",40.71
"41_1SE_MC","41_1",1,"SE","577","M","C","N",24.78,65,"",231.77,"","DALTON",15,"FULL",256.55
"41_1SE_MF","41_1",1,"SE","286","M","F","N",14.97,65,"",136.94,"","DALTON",15,"FULL",151.91
"41_1SW_O","41_1",1,"SW","892","O","","N",6.84,NA,"",31.13,"","DALTON",3,"FULL",37.97
"41_1SW_MC","41_1",1,"SW","686","M","C","N",19.29,NA,"",198.37,"","DALTON",15,"FULL",217.66
"41_1SW_MF","41_1",1,"SW","712","M","F","N",20.36,NA,"",18.09,"","DALTON",15,"FULL",38.45
