VIAL,SAMPLE,SITE,PLOT,TREAT,CORNER,ORG_MIN,COARSE_FINE,DEPTH,DIVID,BAG,NOTES,DRY_WEIGHT_BAG,DUPLICATES
667,8_2NW_MC,DALTON,8_2,2,NW,M,C,,N,1,,28.59,
668,18_1SE_O,STEESE,18_1,1,SE,O,,,N,NA,,16.74,
669,2_3NW_MF,STEESE,2_3,3,NW,M,F,,N,46,"2 OF THESE, DIFF #S",348,
670,25_3SE_MF,STEESE,25_3,3,SE,M,F,,N,56,,313.8,
671,23_3SW_MF,STEESE,23_3,3,SW,M,F,,N,143,,233.03,
672,23_3SW_MC,STEESE,23_3,3,SW,M,C,,N,NA,,194.57,
673,25_3SE_MC,STEESE,25_3,3,SE,M,C,,N,56,,97.15,
674,36_1C_O,STEESE,36_1,1,C,O,,,N,NA,,20.92,
675,33_1NW_O,STEESE,33_1,1,NW,O,,,N,NA,,18.93,
676,16_2NE_MC,DALTON,16_2,2,NE,M,C,,N,82,,73.48,
677,23_3C_MF,STEESE,23_3,3,C,M,F,,N,48,,206.82,
678,23_3C_MC,STEESE,23_3,3,C,M,C,,N,NA,,209.72,
679,18_1SE_MC,STEESE,18_1,1,SE,M,C,,N,77,,144.06,
680,48_1SW_MF,DALTON,48_1,1,SW,M,F,,N,163,,256.35,
681,40_2SE_MC,DALTON,40_2,2,SE,M,C,,N,129,,132.11,
682,40_2SE_MF,DALTON,40_2,2,SE,M,F,,N,129,,229.36,
683,39_2NW_O,DALTON,39_2,2,NW,O,,,N,40,21-Jun,13.16,
684,39_2SE_O,DALTON,39_2,2,SE,O,,,N,166,21-Jun,19.84,
685,18_1NW_O,STEESE,18_1,1,NW,O,,,N,NA,,11.61,
686,41_1SW_MC,DALTON,41_1,1,SW,M,C,,N,NA,,198.37,
687,2_3NE_O,STEESE,2_3,3,NE,O,,,N,NA,,25.54,
688,36_1NW_O,STEESE,36_1,1,NW,O,,,N,NA,,19.03,
689,12_1NW_O,DALTON,12_1,1,NW,O,,,Y,98,,10.3,
690,20_1NE_MC,STEESE,20_1,1,NE,M,C,,N,41,,98.88,
691,65_1NW_MC,DALTON,65_1,1,NW,M,C,0_5,Y,95,DOUBLE CHECK C,0,
692,35_3SW_MC,STEESE,35_3,3,SW,M,C,,N,200,,86.56,
693,29_1SE_MC,STEESE,29_1,1,SE,M,C,,N,99,,70.74,
694,17_3NW_MC,STEESE,17_3,3,NW,M,C,,N,49,,70.11,
695,25_3C_MC,STEESE,25_3,3,C,M,C,,N,53,,86.72,
696,18_1SE_MF,STEESE,18_1,1,SE,M,F,,N,77,,229.28,
697,23_3SE_O,STEESE,23_3,3,SE,O,,,N,NA,,38.32,
698,52_1SW_MC,DALTON,52_1,1,SW,M,C,5_10,Y,138,,44.55,
699,15_3NE_MC,DALTON,15_3,3,NE,M,C,5_10,Y,36,,0,
700,52_1NE_MC,DALTON,52_1,1,NE,M,C,0_5,Y,74,,13.98,
701,29_1SW_MF,STEESE,29_1,1,SW,M,F,,N,42,,397.95,
702,42_1NW_MC,DALTON,42_1,1,NW,M,C,,N,146,,203.41,
703,39_2NE_MF,DALTON,39_2,2,NE,M,F,,N,3,,212.38,
704,36_1SW_MF,STEESE,36_1,1,SW,M,F,,N,88,,138.89,
705,39_2NE_MC,DALTON,39_2,2,NE,M,C,,N,3,,65.06,
706,44_0C_MC,DALTON,44_0,0,C,M,C,,N,14,,88.04,
707,44_0C_MF,DALTON,44_0,0,C,M,F,,N,14,,218.35,
708,36_1SW_MC,STEESE,36_1,1,SW,M,C,,N,88,,181.24,
709,42_1NW_MF,DALTON,42_1,1,NW,M,F,,N,146,,158.82,
710,26_2SE_MC,STEESE,26_2,2,SE,M,C,,N,140,,215.23,
711,4_2SE_O,STEESE,4_2,2,SE,O,,,N,55,,46.7,
712,41_1SW_MF,DALTON,41_1,1,SW,M,F,,N,NA,,18.09,
713,33_1SW_MC,STEESE,33_1,1,SW,M,C,,N,47,,84.04,
714,12_1NW_MC,DALTON,12_1,1,NW,M,C,0_5,Y,90,,0,
715,4_2C_O,STEESE,4_2,2,C,O,,,N,NA,,6.39,
716,26_2SE_MF,STEESE,26_2,2,SE,M,F,,N,140,,192.01,
717,34_2NW_MF,STEESE,34_2,2,NW,M,F,,N,67,,200.88,
718,7_3NE_MC,DALTON,7_3,3,NE,M,C,,N,117,,173.73,DUP
719,40_2C_O,DALTON,40_2,2,C,O,,,N,52,,0,
720,48_1NW_O,DALTON,48_1,1,NW,O,,,N,120,,26.53,
721,33_1NE_MC,STEESE,33_1,1,NE,M,C,,N,76,,65.27,
722,15_3C_MC,DALTON,15_3,3,C,M,C,10_15,Y,7,,0,
723,50_1C_MC,DALTON,50_1,1,C,M,C,0_5,Y,2,,0,
724,28_1SW_MC,STEESE,28_1,1,SW,M,C,,N,148,,60.55,
725,16_2SW_MC,DALTON,16_2,2,SW,M,C,,N,47,,19.76,
726,5_1NW_MC,STEESE,5_1,1,NW,M,C,,N,66,,194.75,
727,17_3C_MC,STEESE,17_3,3,C,M,C,,N,108,,34.66,
728,34_2NW_MC,STEESE,34_2,2,NW,M,C,,N,107,,100.45,
729,29_1NW_MC,STEESE,29_1,1,NW,M,C,,N,91,,16.08,
730,55_3SE_MC,DALTON,55_3,3,SE,M,C,,N,97,,103.19,
731,64_1C_MC,DALTON,64_1,1,C,M,C,5_10,Y,71,,0,
732,36_1SE_MC,STEESE,36_1,1,SE,M,C,,N,90,,110.71,
733,64_1C_O,DALTON,64_1,1,C,O,,,Y,108,,19.52,
734,34_2NE_MC,DALTON,34_2,2,NE,M,C,,N,85,,83.72,
735,10_0C_MC,DALTON,10_0,0,C,M,C,5_10,Y,84,,0,
736,11_0SE_MC,DALTON,11_0,0,SE,M,C,0_5,Y,149,,0,
737,10_0NW_MC,DALTON,10_0,0,NW,M,C,5_10,Y,97,,0,
738,57_2C_MC,DALTON,57_2,2,C,M,C,0_5,Y,19,,0,
739,58_0NW_O,DALTON,58_0,0,NW,O,,,Y,81,,20.35,
740,41_1C_MC,DALTON,41_1,1,C,M,C,,N,93,,186.3,
741,12_1SE_O,DALTON,12_1,1,SE,O,,,Y,38,,32.62,
742,29_1SW_O,STEESE,29_1,1,SW,O,,,N,NA,,5.89,
743,42_1SW_O,DALTON,42_1,1,SW,O,,,N,16,,15.09,
744,16_2SE_MC,DALTON,16_2,2,SE,M,C,,N,132,,0,
745,28_1NE_O,STEESE,28_1,1,NE,O,,,N,137,,12.11,
746,2_3SE_O,STEESE,2_3,3,SE,O,,,N,NA,,7.92,
747,54_3NE_MC,DALTON,54_3,3,NE,M,C,,N,51,,135.86,
748,54_3NE_MF,DALTON,54_3,3,NE,M,F,,N,51,,236.46,
749,7_3SW_MC,DALTON,7_3,3,SW,M,C,,N,68,,77.57,
750,7_3SW_MF,DALTON,7_3,3,SW,M,F,,N,68,,195.32,
751,5_1NW_O,STEESE,5_1,1,NW,O,,,N,NA,,10.03,
752,34_2NW_O,STEESE,34_2,2,NW,O,,,N,NA,,38.11,
753,34_2SE_MC,STEESE,34_2,2,SE,M,C,,N,156,,65.62,
754,14_3C_O,DALTON,14_3,3,C,O,,,N,36,,0.94,
755,14_3SW_O,DALTON,14_3,3,SW,O,,,N,62,,0,DUP
756,12_1SE_MC,DALTON,12_1,1,SE,M,C,10_15,Y,106,,0,
757,10_0NW_MC,DALTON,10_0,0,NW,M,C,0_5,Y,141,,0,
758,20_1NE_O,STEESE,20_1,1,NE,O,,,N,NA,,22.67,
759,12_1SW_MC,DALTON,12_1,1,SW,M,C,5_10,Y,57,,0,DUP
760,12_1C_MC,DALTON,12_1,1,C,M,C,10_15,Y,44,,0,
761,5_1NE_O,STEESE,5_1,1,NE,O,,,N,60,,23.46,
762,11_0NE_O,DALTON,11_0,0,NE,O,,,Y,130,,4.27,DUP
763,11_0C_MC,DALTON,11_0,0,C,M,C,0_5,Y,129,,0,
764,10_0NE_MC,DALTON,10_0,0,NE,M,C,0_5,Y,104,,0,
765,48_1C_MC,DALTON,48_1,1,C,M,C,,N,17,,170.03,
766,48_1C_MF,DALTON,48_1,1,C,M,F,,N,17,,191.22,
767,41_1NE_MF,DALTON,41_1,1,NE,M,F,,N,13,,103.26,
768,10_0C_MC,DALTON,10_0,0,C,M,C,0_5,Y,80,,39,
769,10_0C_MF,DALTON,10_0,0,C,M,F,0_5,Y,80,,50.38,
770,10_0NE_MC,DALTON,10_0,0,NE,M,C,10_15,Y,161,,13.05,
771,10_0NE_MF,DALTON,10_0,0,NE,M,F,10_15,Y,161,,95.51,
772,15_3NW_O,DALTON,15_3,3,NW,O,,,Y,80,,2.35,
773,56_2NW_O,DALTON,56_2,2,NW,O,,,Y,66,,16.49,
774,65_1NE_O,DALTON,65_1,1,NE,O,,,Y,27,,15.77,
775,39_2SW_O,DALTON,39_2,2,SW,O,,,N,95,REDONE_DROP,11.4,
776,8_2SE_O,DALTON,8_2,2,SE,O,,,N,144,,8.28,
777,39_2SW_O,DALTON,39_2,2,SW,O,,,N,71,21-Jun,19.57,
778,33_1SW_O,STEESE,33_1,1,SW,O,,,N,NA,,18.14,
779,39_2SE_O,DALTON,39_2,2,SE,O,,,N,106,REDONE_DROP,16.36,
780,32_2NE_O,DALTON,32_2,2,NE,O,,,Y,64,,6.07,
781,65_1SW_MC,DALTON,65_1,1,SW,M,C,10_15,Y,12,,0,
782,50_1NE_O,DALTON,50_1,1,NE,O,,,Y,105,,25.35,
783,47_2NE_O,DALTON,47_2,2,NE,O,,,Y,102,,12.48,
784,65_1C_O,DALTON,65_1,1,C,O,,,Y,80,,14.71,
785,64_1SE_O,DALTON,64_1,1,SE,O,,,Y,62,,21.91,
786,32_2NW_O,DALTON,32_2,2,NW,O,,,Y,71,,0,
787,64_1NE_MC,DALTON,64_1,1,NE,M,C,0_5,Y,33,,39.13,
788,10_0C_O,DALTON,10_0,0,C,O,,,Y,59,,13.68,
789,8_2SW_O,DALTON,8_2,2,SW,O,,,N,75,,6.51,
790,42_1C_MF,DALTON,42_1,1,C,M,F,,N,78,,118.57,
791,16_2C_MF,DALTON,16_2,2,C,M,F,,N,NA,,229.59,
792,2_3SW_MF,STEESE,2_3,3,SW,M,F,,N,100,,200.03,
793,55_3NE_MF,DALTON,55_3,3,NE,M,F,,N,NA,,100.19,
794,2_3NW_MC,STEESE,2_3,3,NW,M,C,,N,46,,125.53,
795,58_0SE_MC,DALTON,58_0,0,SE,M,C,5_10,Y,77,,49.79,
796,58_0SE_MF,DALTON,58_0,0,SE,M,F,5_10,Y,77,,33.24,
797,42_1C_MC,DALTON,42_1,1,C,M,C,,N,NA,,171.05,
798,16_2C_MC,DALTON,16_2,2,C,M,C,,N,NA,,145.36,
799,2_3SW_MC,STEESE,2_3,3,SW,M,C,,N,100,,212.88,
800,55_3NE_MC,DALTON,55_3,3,NE,M,C,,N,NA,,222.81,
801,36_1C_MC,STEESE,36_1,1,C,M,C,,N,155,,86.16,
802,16_2SE_O,DALTON,16_2,2,SE,O,,,N,154,,3.12,
803,11_0NW_M,DALTON,11_0,0,NW,M,C,0_5,Y,145,COARSE - FIXED,0,
804,44_0SW_MC,DALTON,44_0,0,SW,M,C,,N,138,,0,
805,23_3NW_MC,STEESE,23_3,3,NW,M,C,,N,59,,104.78,
806,52_1NE_O,DALTON,52_1,1,NE,O,,,Y,10,,27.67,
807,15_3C_O,DALTON,15_3,3,C,O,,,Y,15,,10.81,
808,48_1C_O,DALTON,48_1,1,C,O,,,N,121,,10.84,
809,39_2NW_O,DALTON,39_2,2,NW,O,,,N,93,REDONE_DROP,20.43,
810,54_3SE_O,DALTON,54_3,3,SE,O,,,N,3,,36.04,
811,28_1NW_O,STEESE,28_1,1,NW,O,,,N,69,,34.02,
812,56_2NW_MC,DALTON,56_2,2,NW,M,C,0_5,Y,32,,0,
813,18_1SW_O,STEESE,18_1,1,SW,O,,,N,NA,,2.69,
814,32_2C_O,DALTON,32_2,2,C,O,,,Y,97,,4.01,
815,15_3NE_O,DALTON,15_3,3,NE,O,,,Y,99,,1.39,
816,11_0SW_MC,DALTON,11_0,0,SW,M,C,5_10,Y,156,,0.84,
817,12_1SW_MC,DALTON,12_1,1,SW,M,C,0_5,Y,77,,0,
818,11_0NW_MC,DALTON,11_0,0,NW,M,C,5_10,Y,147,,0,
819,36_1NE_O,STEESE,36_1,1,NE,O,,,N,NA,,62.09,
820,50_1SW_MC,DALTON,50_1,1,SW,M,C,5_10,Y,28,,0,
821,52_1SW_O,DALTON,52_1,1,SW,O,,,Y,123,,36.78,
822,58_0NW_MC,DALTON,58_0,0,NW,M,C,10_15,Y,NA,,12.24,
823,11_0C_MF,DALTON,11_0,0,C,M,F,0_5,Y,129,,100.28,
824,58_0NW_MF,DALTON,58_0,0,NW,M,F,10_15,Y,46,,66.64,
825,36_1NE_MF,STEESE,36_1,1,NE,M,F,,N,161,,184.97,
826,36_1NE_MC,STEESE,36_1,1,NE,M,C,,N,161,,259.3,
827,5_1SE_O,STEESE,5_1,1,SE,O,,,N,NA,,21.31,
828,27_2C_O,STEESE,27_2,2,C,O,,,N,NA,,12.45,
829,42_1SE_O,DALTON,42_1,1,SE,O,,,N,42,,22.68,
830,50_1SW_O,DALTON,50_1,1,SW,O,,,Y,75,,13.54,
831,8_2C_O,DALTON,8_2,2,C,O,,,N,92,,0,
832,27_2SE_O,STEESE,27_2,2,SE,O,,,N,NA,,23.33,
833,17_3SW_O,STEESE,17_3,3,SW,O,,,N,NA,,17.14,
834,55_3C_O,DALTON,55_3,3,C,O,,,N,50,,13.62,
835,39_2C_O,DALTON,39_2,2,C,O,,,N,99,21-Jun,14.43,
836,58_0NE_MC,DALTON,58_0,0,NE,M,C,5_10,Y,NA,,3.73,
837,10_0SW_MC,DALTON,10_0,0,SW,M,C,5_10,Y,NA,,31.33,
838,10_0SW_MF,DALTON,10_0,0,SW,M,F,5_10,Y,68,,45.39,
839,58_0NE_MF,DALTON,58_0,0,NE,M,F,5_10,Y,NA,,51.63,
840,16_2C_O,DALTON,16_2,2,C,O,,,N,122,,17.94,
841,37_3NW_O,DALTON,37_3,3,NW,O,,,Y,100,,10.01,
842,17_3NW_O,STEESE,17_3,3,NW,O,,,N,NA,2 BAGS WITH THIS,4.6,
843,41_1NE_O,DALTON,41_1,1,NE,O,,,N,87,,7.87,
844,39_2SW_MF,DALTON,39_2,2,SW,M,F,,N,86,21-Jun,226.66,
845,39_2SW_MC,DALTON,39_2,2,SW,M,C,,N,86,21-Jun,42.95,
846,39_2C_O,DALTON,39_2,2,C,O,,,N,79,REDONE_DROP,20.35,
847,7_3SE_MF,DALTON,7_3,3,SE,M,F,,N,89,,238.6,
848,7_3SE_MC,DALTON,7_3,3,SE,M,C,,N,89,,130.17,
849,29_1C_MF,STEESE,29_1,1,C,M,F,,N,82,,150.45,
850,29_1C_MC,STEESE,29_1,1,C,M,C,,N,82,,109.52,
851,64_1NE_O,DALTON,64_1,1,NE,O,,,Y,47,,15.06,
852,12_1NE_O,DALTON,12_1,1,NE,O,,,Y,5,,18.72,
853,27_2SW_O,STEESE,27_2,2,SW,O,,,N,67,,10.77,
854,64_1NW_O,DALTON,64_1,1,NW,O,,,Y,101,,20.71,
855,64_1SW_O,DALTON,64_1,1,SW,O,,,Y,165,,24.06,
856,25_3NW_O,STEESE,25_3,3,NW,O,,,N,NA,,33.37,
857,44_0NE_O,DALTON,44_0,0,NE,O,,,N,73,,19,
858,65_1NW_O,DALTON,65_1,1,NW,O,,,Y,66,,7.79,
859,7_3SW_O,DALTON,7_3,3,SW,O,,,N,59,,8.81,
860,50_1NW_O,DALTON,50_1,1,NW,O,,,Y,24,,16.45,
861,26_2SW_O,STEESE,26_2,2,SW,O,,,N,NA,,18.08,
862,29_1C_O,STEESE,29_1,1,C,O,,,N,NA,,7.22,
863,15_3NW_MC,DALTON,15_3,3,NW,M,C,10_15,Y,16,,0,
864,58_0SW_O,DALTON,58_0,0,SW,O,,,Y,49,,18.99,
865,56_2SW_MC,DALTON,56_2,2,SW,M,C,10_15,Y,31,,0,
866,39_2NW_MC,,39_2,2,NW,M,C,,N,4,21-Jun,0,
867,55_3SW_O,DALTON,55_3,3,SW,O,,,N,54,,0,
868,26_2SE_O,STEESE,26_2,2,SE,O,,,N,NA,,19.68,
869,28_1C_O,STEESE,28_1,1,C,O,,,N,200,,22.32,
870,41_1SE_O,DALTON,41_1,1,SE,O,,,N,123,,30.74,
871,10_0NW_O,DALTON,10_0,0,NW,O,,,Y,50,,16.15,
872,52_1SW_MC,DALTON,52_1,1,SW,M,C,0_5,Y,1,ALL ROCK,53.13,DUP
873,56_2C_MC,DALTON,56_2,2,C,M,C,5_10,Y,30,NOT MUCH,0,
874,57_2SE_MC,DALTON,57_2,2,SE,M,C,10_15,Y,46,(ACTUALLY 13),0,
875,58_0C_MC,DALTON,58_0,0,C,M,C,0_5,Y,83,REDONE_DROP,0,
876,39_2C_MC,DALTON,39_2,2,C,M,C,,N,24,21-Jun,0,
877,41_1NE_MC,DALTON,41_1,1,NE,M,C,,N,13,,236.51,
878,42_1NE_O,DALTON,42_1,1,NE,O,,,N,136,,19.81,
879,26_2NW_O,STEESE,26_2,2,NW,O,,,N,NA,,18.39,
880,25_3SW_O,STEESE,25_3,3,SW,O,,,N,NA,,24.48,
881,54_3SW_O,DALTON,54_3,3,SW,O,,,N,100,,4.08,
882,33_1SE_O,STEESE,33_1,1,SE,O,,,N,NA,,21.37,
883,18_1C_O,STEESE,18_1,1,C,O,,,N,NA,,23.74,
884,7_3SE_O,DALTON,7_3,3,SE,O,,,N,87,,0,
885,35_3NE_O,STEESE,35_3,3,NE,O,,,N,NA,,22.29,
886,19_2SW_O,STEESE,19_2,2,SW,O,,,N,NA,,38.35,DUP
887,54_3NW_O,DALTON,54_3,3,NW,O,,,N,74,,27.82,
888,25_3NE_O,STEESE,25_3,3,NE,O,,,N,NA,,30.7,
889,17_3NE_O,STEESE,17_3,3,NE,O,,,N,NA,,18.79,
890,34_2SE_O,STEESE,34_2,2,SE,O,,,N,NA,,11.97,
891,41_1C_O,DALTON,41_1,1,C,O,,,N,119,,23.48,
892,41_1SW_O,DALTON,41_1,1,SW,O,,,N,NA,,31.13,
893,28_1NE_MF,STEESE,28_1,1,NE,M,F,,N,152,,69.77,
894,28_1NE_MC,STEESE,28_1,1,NE,M,C,,N,152,,378.47,
895,47_2C_MC,DALTON,47_2,2,C,M,C,10_15,Y,69,,0,
896,56_2SE_MC,DALTON,56_2,2,SE,M,C,5_10,Y,34,ACTUALLY 5_7,0,
897,37_3SE_MC,DALTON,37_3,3,SE,M,C,5_10,Y,53,,0,
898,57_2NW_MC,DALTON,57_2,2,NW,M,C,10_15,Y,47,ACTUALLY 10_12,0,
899,57_2C_MC,DALTON,57_2,2,C,M,C,10_15,Y,39,,0,
900,37_3NE_MC,DALTON,37_3,3,NE,M,C,5_10,Y,103,,0,
901,37_3NW_MC,DALTON,37_3,3,NW,M,C,5_10,Y,21,REPLACEMENT BAG,0,
902,12_1NE_MC,DALTON,12_1,1,NE,M,C,5_10,Y,52,,0,
903,50_1NE_MC,DALTON,50_1,1,NE,M,C,10_15,Y,9,,0,
904,56_2NW_MC,DALTON,56_2,2,NW,M,C,10_15,Y,67,,0,
905,47_2C_MC,DALTON,47_2,2,C,M,C,0_5,Y,90,,0,
906,56_2SW_MC,DALTON,56_2,2,SW,M,C,0_5,Y,23,,0,
907,15_3SE_MC,DALTON,15_3,3,SE,M,C,10_15,Y,109,,0,
908,50_1C_MC,DALTON,50_1,1,C,M,C,10_15,Y,96,,0,
909,56_2NE_MC,DALTON,56_2,2,NE,M,C,5_10,Y,43,-2,0,
910,37_3C_MC,DALTON,37_3,3,C,M,C,10_15,Y,22,,0,
911,58_0C_MF,DALTON,58_0,0,C,M,F,5_10,Y,159,REDONE_DROP,23.15,
912,58_0C_MC,DALTON,58_0,0,C,M,C,5_10,Y,159,REDONE_DROP,10.96,
913,58_0NW_MC,DALTON,58_0,0,NW,M,C,5_10,Y,54,,0,
914,47_2NE_MC,DALTON,47_2,2,NE,M,C,0_5,Y,72,LOTS OF WOOD,0,
915,14_3SW_MC,DALTON,14_3,3,SW,M,C,,N,109,,336.59,
916,47_2NW_MC,DALTON,47_2,2,NW,M,C,0_5,Y,26,ALL TWIG,0,
917,10_0SE_MF,DALTON,10_0,0,SE,M,F,10_15,Y,44,,48.33,
918,12_1SE_MF,DALTON,12_1,1,SE,M,F,0_5,Y,15,,39.06,
919,12_1SE_MC,DALTON,12_1,1,SE,M,C,0_5,Y,15,,0,
920,48_1NE_MC,DALTON,48_1,1,NE,M,C,,N,134,,114.8,
921,48_1NE_MF,DALTON,48_1,1,NE,M,F,,N,134,,147.92,
922,40_2SW_MF,DALTON,40_2,2,SW,M,F,,N,149,,172.41,
923,58_0NE_MF,DALTON,58_0,0,NE,M,F,10_15,Y,45,,40.72,
924,58_0NE_MF,DALTON,58_0,0,NE,M,C,10_15,Y,45,,3.07,
925,40_2SW_MC,DALTON,40_2,2,SW,M,C,,N,149,,139.84,
926,10_0SE_MC,DALTON,10_0,0,SE,M,C,10_15,Y,44,,4.1,
927,41_1NW_MC,DALTON,41_1,1,NW,M,C,,N,91,,136.28,
928,58_0SE_MF,DALTON,58_0,0,SE,M,F,0_5,Y,48,,23.62,
929,10_0NE_MC,DALTON,10_0,0,NE,M,C,5_10,Y,72,,34.01,DUP
930,58_0SE_MC,DALTON,58_0,0,SE,M,C,0_5,Y,48,,31.77,
931,10_0NE_MC,DALTON,10_0,0,NE,M,C,5_10,Y,72,,34.01,DUP
932,58_0SW_MF,DALTON,58_0,0,SW,M,F,10_15,Y,40,,38.07,
933,41_1NW_MF,DALTON,41_1,1,NW,M,F,,N,91,,87.77,
934,58_0SW_MF,DALTON,58_0,0,SW,M,C,10_15,Y,40,,23.69,
935,50_1NE_MF,DALTON,50_1,1,NE,M,F,0_5,Y,93,NOT SIEVED,5.71,DUP
936,11_0SE_MC,DALTON,11_0,0,SE,M,C,5_10,Y,141,,29.81,
937,58_0SW_MC,DALTON,58_0,0,SW,M,C,0_5,Y,76,,23.17,
938,10_0SE_MC,DALTON,10_0,0,SE,M,C,5_10,Y,51,,15.28,
939,23_3NE_MC,STEESE,23_3,3,NE,M,C,,N,44,,131.07,
940,10_0SE_MF,DALTON,10_0,0,SE,M,F,5_10,Y,51,,47.24,
941,58_0C_MF,DALTON,58_0,0,C,M,F,10_15,Y,143,REDO,18.03,
942,58_0SW_MF,DALTON,58_0,0,SW,M,F,0_5,Y,76,,32.47,
943,10_0SE_MC,DALTON,10_0,0,SE,M,C,0_5,Y,100,,0,
944,10_0SE_MF,DALTON,10_0,0,SE,M,F,0_5,Y,100,,32.18,
945,23_3NE_MF,STEESE,23_3,3,NE,M,F,,N,44,,0,
946,11_0SE_MF,DALTON,11_0,0,SE,M,F,5_10,Y,141,,65.66,
947,58_0C_MC,DALTON,58_0,0,C,M,C,10_15,Y,143,REDO,0,
948,1_0SE_O,STEESE,1_0,0,SE,O,,,N,,,45.02,
949,1_0C_O,STEESE,1_0,0,C,O,,,N,,,20.03,
950,9_0SW_O,STEESE,9_0,0,SW,O,,,N,,,45.59,
951,6_0C_O,STEESE,6_0,0,C,O,,,N,,,19.49,
952,1_0SW_MC,STEESE,1_0,0,SW,M,C,,N,,,142.6733333,
953,9_0C_O,STEESE,9_0,0,C,O,,,N,,,25.41,
954,1_0NW_O,STEESE,1_0,0,NW,O,,,N,,,6.12,
955,31_0SE_O,STEESE,31_0,0,SE,O,,,N,,,33.43,
956,6_0SW_O,STEESE,6_0,0,SW,O,,,N,,,11.63,
957,31_0NE_O,STEESE,31_0,0,NE,O,,,N,,,10.82,
958,9_0NE_O,STEESE,9_0,0,NE,O,,,N,,,162.11,
959,6_0NE_O,STEESE,6_0,0,NE,O,,,N,,,16,
960,31_0C_O,STEESE,31_0,0,C,O,,,N,,,57.24,
961,1_0NE_O,STEESE,1_0,0,NE,O,,,N,,,5.07,
962,1_0SW_O,STEESE,1_0,0,SW,O,,,N,,,22.64,
963,6_0NW_O,STEESE,6_0,0,NW,O,,,N,,,26.02,
964,9_0SE_O,STEESE,9_0,0,SE,O,,,N,,,25.11,
965,6_0SE_MF,STEESE,6_0,0,SE,M,F,,N,,,46.4,
966,6_0SE_MC,STEESE,6_0,0,SE,M,C,,N,,,106.13,
967,1_0C_MC,STEESE,1_0,0,C,M,C,,N,,,203.07,
968,1_0C_MF,STEESE,1_0,0,C,M,F,,N,,,49.47,
969,1_0SW_MF,STEESE,1_0,0,SW,M,F,,N,,,27.04,
971,6_0SE_O,STEESE,6_0,0,SE,O,,,N,,,18.285,
972,31_0SW_MC,STEESE,31_0,0,SW,M,C,,N,,,108.45,
973,1_0SE_MC,STEESE,1_0,0,SE,M,C,,N,,,214.6,
974,1_0SE_MF,STEESE,1_0,0,SE,M,F,,N,,,144.73,
975,31_0C_MC,STEESE,31_0,0,C,M,C,,N,,,79.31,
976,31_0C_MF,STEESE,31_0,0,C,M,F,,N,,,28.91,
977,1_0NW_MC,STEESE,1_0,0,NW,M,C,,N,,,10.35,
978,1_0NW_MF,STEESE,1_0,0,NW,M,F,,N,,,14.7,
979,9_0SE_MF,STEESE,9_0,0,SE,M,F,,N,,,10.18,
980,9_0SE_MC,STEESE,9_0,0,SE,M,C,,N,,,82.97,
981,9_0NE_MC,STEESE,9_0,0,NE,M,C,,N,,,282.6,
982,6_0SW_MC,STEESE,6_0,0,SW,M,C,,N,,,262.36,
983,9_0NW_MC,STEESE,9_0,0,NW,M,C,,N,,,215.63,
984,9_0NW_O,STEESE,9_0,0,NW,O,,,N,,,37.64,
985,31_0NW_MF,STEESE,31_0,0,NW,M,F,,N,,,61.83,
986,9_0NE_MF,STEESE,9_0,0,NE,M,F,,N,,,117.92,
987,31_0NW_MC,STEESE,31_0,0,NW,M,C,,N,,,128.89,
988,6_0C_MF,STEESE,6_0,0,C,M,F,,N,,,66.89,
989,31_0SW_MF,STEESE,31_0,0,SW,M,F,,N,,,7.24,
990,31_0SW_O,STEESE,31_0,0,SW,O,,,N,,,118.21,
991,6_0C_MC,STEESE,6_0,0,C,M,C,,N,,,105.27,
992,6_0SW_MF,STEESE,6_0,0,SW,M,F,,N,,,153.89,
993,31_0NW_O,STEESE,31_0,0,NW,O,,,N,,,69.15,
994,10_0NE_MF,DALTON,10_0,0,NE,M,F,5_10,Y,72,,29.76,
995,23_3SW_O,STEESE,23_3,,SW,O,,,N,,,23.53,
996,50_1NE_MF,DALTON,50_1,1,NE,M,F,0_5,Y,93,,5.71,DUP
997,52_1C_MC,DALTON,52_1,1,C,M,C,5_10,,,,22.37,
NO_SAMPLE,4_2C_MC,STEESE,4_2,2,C,M,C,,,128,MISSING,0,
NO_SAMPLE,4_2C_MF,STEESE,4_2,2,C,M,F,,,128,MISSING,0,
NO_SAMPLE,1_0NE_MC,STEESE,1_0,0,NE,M,C,,N,,,0,
NO_SAMPLE,1_0NE_MF,STEESE,1_0,0,NE,M,F,,N,,,0,
NO_SAMPLE,6_0NW_MC,STEESE,6_0,0,NW,M,C,,N,,,0,
NO_SAMPLE,6_0NW_MF,STEESE,6_0,0,NW,M,F,,N,,,0,
NO_SAMPLE,31_0SE_MC,STEESE,31_0,0,SE,M,C,,N,,,0,
NO_SAMPLE,31_0SE_MF,STEESE,31_0,0,SE,M,F,,N,,,0,
NO_SAMPLE,9_0SW_MC,STEESE,9_0,0,SW,M,C,,N,,,0,
NO_SAMPLE,11_0NE_MC,DALTON,11_0,0,NE,M,C,5_10,Y,NA,NO COARSE,NA,
NO_SAMPLE,11_0NE_MC,DALTON,11_0,0,NE,M,C,0_5,,,,0,
